1,1.92074,1.01594
2,1.91786,1.01508
3,1.91307,1.01365
4,1.90638,1.01165
5,1.89782,1.00909
6,1.8874,1.00597
7,1.87516,1.0023
8,1.86114,0.99809
9,1.84537,0.99334
10,1.8279,0.98806
11,1.80878,0.98227
12,1.78806,0.97598
13,1.7658,0.96919
14,1.74207,0.96192
15,1.71691,0.95418
16,1.69041,0.946
17,1.66263,0.93737
18,1.63364,0.92831
19,1.60352,0.91885
20,1.57233,0.90899
21,1.54015,0.89875
22,1.50707,0.88815
23,1.47315,0.87719
24,1.43847,0.8659
25,1.4031,0.85429
26,1.36713,0.84238
27,1.33062,0.83018
28,1.29365,0.8177
29,1.25628,0.80496
30,1.2186,0.79198
31,1.18067,0.77877
32,1.14254,0.76534
33,1.1043,0.75171
34,1.066,0.73788
35,1.02769,0.72388
36,0.98944,0.70972
37,0.9513,0.6954
38,0.91333,0.68095
39,0.87556,0.66636
40,0.83806,0.65166
41,0.80085,0.63686
42,0.76399,0.62196
43,0.72752,0.60698
44,0.69146,0.59192
45,0.65585,0.57679
46,0.62073,0.56162
47,0.58612,0.54639
48,0.55205,0.53113
49,0.51854,0.51584
50,0.48562,0.50052
51,0.4533,0.4852
52,0.4216,0.46987
53,0.39054,0.45454
54,0.36013,0.43921
55,0.33039,0.42391
56,0.30132,0.40862
57,0.27293,0.39336
58,0.24522,0.37814
59,0.21822,0.36296
60,0.1919,0.34782
61,0.16629,0.33273
62,0.14138,0.31769
63,0.11717,0.30272
64,0.09366,0.28781
65,0.07084,0.27296
66,0.04872,0.25819
67,0.0273,0.2435
68,0.00655,0.22889
69,-0.01351,0.21436
70,-0.03289,0.19992
71,-0.0516,0.18557
72,-0.06965,0.17132
73,-0.08704,0.15716
74,-0.10379,0.14311
75,-0.11988,0.12915
76,-0.13534,0.1153
77,-0.15016,0.10157
78,-0.16436,0.08794
79,-0.17794,0.07442
80,-0.19091,0.06102
81,-0.20326,0.04774
82,-0.21501,0.03458
83,-0.22616,0.02154
84,-0.23671,0.00862
85,-0.24666,-0.00417
86,-0.25602,-0.01683
87,-0.26479,-0.02937
88,-0.27297,-0.04177
89,-0.28056,-0.05404
90,-0.28756,-0.06618
91,-0.29396,-0.07818
92,-0.29978,-0.09004
93,-0.305,-0.10177
94,-0.30963,-0.11336
95,-0.31365,-0.1248
96,-0.31708,-0.13611
97,-0.3199,-0.14727
98,-0.32211,-0.15828
99,-0.32371,-0.16915
100,-0.3247,-0.17987
101,-0.32507,-0.19045
102,-0.32482,-0.20088
103,-0.32394,-0.21116
104,-0.32243,-0.22129
105,-0.32029,-0.23127
106,-0.31752,-0.24111
107,-0.31411,-0.25079
108,-0.31005,-0.26032
109,-0.30536,-0.2697
110,-0.30002,-0.27893
111,-0.29403,-0.288
112,-0.28739,-0.29693
113,-0.2801,-0.30571
114,-0.27215,-0.31433
115,-0.26354,-0.32281
116,-0.25428,-0.33113
117,-0.24434,-0.3393
118,-0.23374,-0.34732
119,-0.22247,-0.3552
120,-0.21051,-0.36292
121,-0.19787,-0.37049
122,-0.18454,-0.37792
123,-0.17051,-0.38519
124,-0.15576,-0.39231
125,-0.14029,-0.39929
126,-0.12409,-0.40611
127,-0.10714,-0.41279
128,-0.08943,-0.41931
129,-0.07093,-0.42568
130,-0.05163,-0.4319
131,-0.0315,-0.43797
132,-0.01053,-0.44388
133,0.01132,-0.44964
134,0.03408,-0.45524
135,0.05777,-0.46068
136,0.08242,-0.46596
137,0.10808,-0.47107
138,0.13477,-0.47603
139,0.16255,-0.48081
140,0.19144,-0.48542
141,0.22149,-0.48986
142,0.25275,-0.49412
143,0.28526,-0.4982
144,0.31907,-0.50209
145,0.35422,-0.50579
146,0.39077,-0.50929
147,0.42876,-0.5126
148,0.46824,-0.51569
149,0.50925,-0.51858
150,0.55184,-0.52125
151,0.59603,-0.52369
152,0.64188,-0.52591
153,0.68939,-0.52789
154,0.73859,-0.52963
155,0.78948,-0.53113
156,0.84206,-0.53238
157,0.8963,-0.53337
158,0.95215,-0.5341
159,1.00954,-0.53458
160,1.06838,-0.53479
161,1.12853,-0.53475
162,1.18982,-0.53446
163,1.25204,-0.53392
164,1.31493,-0.53315
165,1.37817,-0.53216
166,1.4414,-0.53097
167,1.50419,-0.5296
168,1.56606,-0.52808
169,1.62646,-0.52644
170,1.68482,-0.52472
171,1.74049,-0.52297
172,1.7928,-0.52122
173,1.84108,-0.51952
174,1.88464,-0.51793
175,1.92281,-0.51648
176,1.955,-0.51523
177,1.98065,-0.51421
178,1.99931,-0.51346
179,2.01065,-0.51299
