0.00385,20360.000
0.03043,6202.000
0.03873,4700.000
0.04347,4228.000
0.04502,4060.000
0.04973,3675.000
0.05000,3609.500
0.05020,3630.000
0.05100,3542.900
0.05200,3472.100
0.05300,3398.600
0.05311,3447.000
0.05400,3326.500
0.05448,3330.000
0.05500,3266.600
0.05600,3206.600
0.05700,3138.600
0.05800,3079.600
0.05900,3015.500
0.05970,3004.000
0.06000,2963.600
0.06100,2907.200
0.06200,2851.300
0.06300,2792.600
0.06400,2754.000
0.06500,2705.500
0.06571,2677.000
0.06600,2651.500
0.06700,2607.400
0.06800,2558.200
0.06900,2507.000
0.06907,2536.000
0.06913,2525.000
0.07000,2464.000
0.07100,2433.500
0.07121,2417.000
0.07200,2380.400
0.07300,2341.500
0.07400,2295.900
0.07500,2258.500
0.07600,2225.000
0.07633,2274.000
0.07700,2185.900
0.07767,2206.000
0.07800,2151.000
0.07900,2123.900
0.08000,2091.000
0.08100,2049.900
0.08112,2067.000
0.08200,2017.000
0.08300,1988.900
0.08400,1945.400
0.08500,1920.000
0.08570,1948.000
0.08600,1893.500
0.08700,1864.000
0.08787,1730.000
0.08800,1845.000
0.08900,1812.500
0.08999,1829.000
0.09000,1782.000
0.09100,1744.400
0.09200,1727.000
0.09300,1701.800
0.09400,1675.800
0.09410,1679.000
0.09459,1690.000
0.09500,1653.500
0.09600,1626.200
0.09700,1601.100
0.09798,1620.000
0.09800,1577.300
0.09900,1577.200
0.10000,1533.100
0.10100,1516.100
0.10176,1517.000
0.10200,1489.400
0.10300,1468.500
0.10400,1447.100
0.10500,1427.200
0.10541,1454.000
0.10600,1402.000
0.10700,1388.600
0.10800,1367.700
0.10900,1346.400
0.11000,1329.800
0.11100,1308.600
0.11200,1290.300
0.11245,1327.000
0.11300,1274.100
0.11400,1255.600
0.11500,1238.100
0.11564,1263.000
0.11600,1218.000
0.11630,1240.000
0.11700,1203.000
0.11800,1188.000
0.11900,1170.800
0.12000,1155.300
0.12100,1138.800
0.12200,1127.500
0.12287,1134.000
0.12300,1109.700
0.12400,1099.600
0.12500,1083.100
0.12600,1066.900
0.12700,1052.400
0.12800,1038.000
0.12867,1040.000
0.12900,1024.300
0.13000,1013.800
0.13047,1026.000
0.13100,1002.600
0.13200,990.210
0.13400,965.190
0.13500,948.240
0.13600,938.600
0.13700,927.030
0.13745,945.000
0.13800,913.800
0.13900,902.600
0.14000,892.870
0.14032,940.000
0.14100,883.720
0.14200,874.510
0.14300,863.560
0.14400,853.040
0.14419,871.000
0.14500,844.370
0.14505,880.000
0.14600,832.260
0.14700,820.730
0.14800,811.120
0.14900,800.640
0.15000,793.000
0.15064,809.000
0.15100,782.710
0.15200,774.130
0.15300,766.970
0.15377,690.000
0.15400,755.830
0.15500,745.520
0.15600,736.170
0.15681,749.000
0.15700,727.950
0.15762,760.000
0.15800,719.310
0.15900,712.130
0.15985,694.000
0.16000,703.260
0.16100,695.430
0.16200,686.080
0.16280,690.000
0.16280,686.000
0.16292,720.000
0.16300,678.440
0.16339,690.000
0.16339,689.000
0.16400,670.720
0.16500,662.770
0.16600,656.770
0.16700,650.320
0.16800,642.110
0.16853,640.000
0.16856,662.000
0.16900,635.370
0.17000,628.450
0.17100,618.760
0.17137,648.000
0.17200,615.160
0.17300,537.000
0.17300,608.560
0.17400,601.030
0.17413,582.000
0.17500,594.860
0.17500,634.000
0.17600,588.040
0.17686,609.000
0.17700,581.750
0.17700,580.000
0.17800,576.730
0.17800,597.000
0.17900,569.240
0.17954,612.000
0.18000,563.150
0.18000,561.000
0.18100,558.700
0.18200,544.000
0.18200,552.030
0.18218,587.000
0.18300,547.790
0.18375,560.000
0.18400,540.360
0.18400,533.000
0.18479,539.000
0.18500,534.220
0.18600,517.000
0.18600,526.150
0.18700,522.880
0.18800,523.000
0.18800,518.450
0.18900,513.930
0.19000,498.000
0.19000,507.950
0.19100,502.900
0.19200,497.930
0.19274,493.300
0.19281,498.000
0.19300,492.440
0.19300,522.000
0.19324,494.200
0.19324,495.000
0.19400,487.730
0.19455,504.000
0.19500,479.000
0.19500,484.430
0.19519,479.000
0.19600,478.550
0.19700,479.000
0.19700,476.000
0.19782,470.000
0.19800,470.060
0.19884,467.000
0.19900,449.000
0.19900,464.200
0.20000,459.500
0.20100,455.900
0.20200,447.000
0.20200,450.550
0.20243,448.000
0.20300,446.960
0.20400,420.000
0.20400,439.340
0.20418,432.000
0.20500,436.400
0.20600,430.350
0.20700,408.000
0.20700,426.590
0.20800,425.550
0.20900,433.000
0.20900,421.400
0.20923,411.000
0.21000,418.450
0.21100,397.700
0.21100,414.630
0.21200,408.090
0.21300,403.450
0.21350,397.200
0.21400,401.200
0.21400,393.000
0.21500,395.100
0.21600,393.400
0.21609,388.000
0.21654,385.500
0.21700,393.500
0.21700,389.590
0.21800,384.680
0.21900,382.490
0.21950,388.000
0.22000,362.900
0.22000,379.590
0.22100,373.550
0.22200,377.600
0.22200,369.600
0.22263,367.000
0.22300,369.640
0.22395,329.000
0.22400,365.890
0.22500,345.700
0.22500,363.530
0.22600,358.200
0.22700,354.290
0.22800,335.400
0.22800,351.400
0.22900,348.000
0.22905,347.000
0.23000,345.910
0.23087,337.600
0.23100,321.500
0.23100,341.610
0.23200,333.500
0.23234,340.000
0.23300,334.300
0.23400,312.200
0.23400,330.700
0.23500,328.900
0.23524,331.000
0.23600,329.400
0.23626,315.800
0.23700,323.450
0.23800,309.100
0.23800,320.450
0.23900,316.100
0.24000,311.240
0.24100,281.700
0.24100,313.000
0.24118,287.000
0.24200,306.520
0.24300,311.600
0.24400,286.400
0.24400,304.100
0.24500,297.200
0.24600,302.500
0.24700,295.940
0.24800,288.700
0.24800,294.500
0.24900,290.190
0.25000,289.300
0.25100,276.000
0.25100,287.000
0.25200,285.500
0.25500,260.100
0.25900,245.800
0.26300,220.000
0.26383,247.500
0.26700,226.800
0.26991,223.000
0.27200,223.500
0.27351,227.230
0.27551,223.700
0.27600,219.100
0.27707,170.000
